"date","rainfall"
2024-04-26 21:15:00,0
2024-04-26 21:30:00,0
2024-04-26 21:45:00,0
2024-04-26 22:00:00,0
2024-04-26 22:15:00,0
2024-04-26 22:30:00,0
2024-04-26 22:45:00,0
2024-04-26 23:00:00,0
2024-04-26 23:15:00,0
2024-04-26 23:30:00,0
2024-04-26 23:45:00,0
2024-04-27,0
2024-04-27 00:15:00,0
2024-04-27 00:30:00,0
2024-04-27 00:45:00,0
2024-04-27 01:00:00,0
2024-04-27 01:15:00,0
2024-04-27 01:30:00,0
2024-04-27 01:45:00,0
2024-04-27 02:00:00,0
2024-04-27 02:15:00,0
2024-04-27 02:30:00,0
2024-04-27 02:45:00,0
2024-04-27 03:00:00,0
2024-04-27 03:15:00,0
2024-04-27 03:30:00,0
2024-04-27 03:45:00,0.1
2024-04-27 04:00:00,0.1
2024-04-27 04:15:00,0
2024-04-27 04:30:00,0
2024-04-27 04:45:00,0
2024-04-27 05:00:00,0
2024-04-27 05:15:00,0
2024-04-27 05:30:00,0
2024-04-27 05:45:00,0
2024-04-27 06:00:00,0.3
2024-04-27 06:15:00,0.3
2024-04-27 06:30:00,0.5
2024-04-27 06:45:00,0.3
2024-04-27 07:00:00,0.2
2024-04-27 07:15:00,0.2
2024-04-27 07:30:00,0.2
2024-04-27 07:45:00,0.4
2024-04-27 08:00:00,0.3
2024-04-27 08:15:00,0.5
2024-04-27 08:30:00,0.4
2024-04-27 08:45:00,0.3
2024-04-27 09:00:00,0.1
2024-04-27 09:15:00,0.1
2024-04-27 09:30:00,0.1
2024-04-27 09:45:00,0
2024-04-27 10:00:00,0
2024-04-27 10:15:00,0
2024-04-27 10:30:00,0
2024-04-27 10:45:00,0
2024-04-27 11:00:00,0
2024-04-27 11:15:00,0
2024-04-27 11:30:00,0
2024-04-27 11:45:00,0
2024-04-27 12:00:00,0
2024-04-27 12:15:00,0
2024-04-27 12:30:00,0
2024-04-27 12:45:00,0
2024-04-27 13:00:00,0
2024-04-27 13:15:00,0
2024-04-27 13:30:00,0
2024-04-27 13:45:00,0
2024-04-27 14:00:00,0
2024-04-27 14:15:00,0
2024-04-27 14:30:00,0
2024-04-27 14:45:00,0
2024-04-27 15:00:00,0
2024-04-27 15:15:00,0
2024-04-27 15:30:00,0
2024-04-27 15:45:00,0
2024-04-27 16:00:00,0
2024-04-27 16:15:00,0
2024-04-27 16:30:00,0
2024-04-27 16:45:00,0
2024-04-27 17:00:00,0
2024-04-27 17:15:00,0
2024-04-27 17:30:00,0
2024-04-27 17:45:00,0
2024-04-27 18:00:00,0
2024-04-27 18:15:00,0
2024-04-27 18:30:00,0
2024-04-27 18:45:00,0
2024-04-27 19:00:00,0
2024-04-27 19:15:00,0
2024-04-27 19:30:00,0
2024-04-27 19:45:00,0.1
2024-04-27 20:00:00,0.4
2024-04-27 20:15:00,0.1
2024-04-27 20:30:00,0.1
2024-04-27 20:45:00,0.1
2024-04-27 21:00:00,0.1
2024-04-27 21:15:00,0.1
2024-04-27 21:30:00,0.2
2024-04-27 21:45:00,0.2
2024-04-27 22:00:00,0.3
2024-04-27 22:15:00,0.4
2024-04-27 22:30:00,0.5
2024-04-27 22:45:00,0.9
2024-04-27 23:00:00,1
2024-04-27 23:15:00,0.5
2024-04-27 23:30:00,0.5
2024-04-27 23:45:00,0.9
2024-04-28,0.7
2024-04-28 00:15:00,0.6
2024-04-28 00:30:00,0.4
2024-04-28 00:45:00,0.3
2024-04-28 01:00:00,0.8
2024-04-28 01:15:00,1
2024-04-28 01:30:00,0.4
2024-04-28 01:45:00,0.7
2024-04-28 02:00:00,0.8
2024-04-28 02:15:00,0.9
2024-04-28 02:30:00,0.7
2024-04-28 02:45:00,0.6
2024-04-28 03:00:00,0.6
2024-04-28 03:15:00,0.3
2024-04-28 03:30:00,0.4
2024-04-28 03:45:00,0.5
2024-04-28 04:00:00,0.2
2024-04-28 04:15:00,0.2
2024-04-28 04:30:00,0.3
2024-04-28 04:45:00,0.1
2024-04-28 05:00:00,0.2
2024-04-28 05:15:00,0.5
2024-04-28 05:30:00,0.4
2024-04-28 05:45:00,0.3
2024-04-28 06:00:00,0.2
2024-04-28 06:15:00,0.1
2024-04-28 06:30:00,0.2
2024-04-28 06:45:00,0.2
2024-04-28 07:00:00,0.3
2024-04-28 07:15:00,0.1
2024-04-28 07:30:00,0.1
2024-04-28 07:45:00,0.1
2024-04-28 08:00:00,0
2024-04-28 08:15:00,0.1
2024-04-28 08:30:00,0
2024-04-28 08:45:00,0
2024-04-28 09:00:00,0.1
2024-04-28 09:15:00,0
2024-04-28 09:30:00,0
2024-04-28 09:45:00,0
2024-04-28 10:00:00,0
2024-04-28 10:15:00,0
2024-04-28 10:30:00,0
2024-04-28 10:45:00,0
2024-04-28 11:00:00,0
2024-04-28 11:15:00,0
2024-04-28 11:30:00,0
2024-04-28 11:45:00,0
2024-04-28 12:00:00,0
2024-04-28 12:15:00,0
2024-04-28 12:30:00,0
2024-04-28 12:45:00,0
2024-04-28 13:00:00,0
2024-04-28 13:15:00,0
2024-04-28 13:30:00,0
2024-04-28 13:45:00,0
2024-04-28 14:00:00,0
2024-04-28 14:15:00,0
2024-04-28 14:30:00,0
2024-04-28 14:45:00,0
2024-04-28 15:00:00,0.1
2024-04-28 15:15:00,0
2024-04-28 15:30:00,0
2024-04-28 15:45:00,0
2024-04-28 16:00:00,0
2024-04-28 16:15:00,0
2024-04-28 16:30:00,0
2024-04-28 16:45:00,0
2024-04-28 17:00:00,0
2024-04-28 17:15:00,0
2024-04-28 17:30:00,0
2024-04-28 17:45:00,0
2024-04-28 18:00:00,0
2024-04-28 18:15:00,0
2024-04-28 18:30:00,0
2024-04-28 18:45:00,0
2024-04-28 19:00:00,0
2024-04-28 19:15:00,0
2024-04-28 19:30:00,0
2024-04-28 19:45:00,0
2024-04-28 20:00:00,0
2024-04-28 20:15:00,0
2024-04-28 20:30:00,0
2024-04-28 20:45:00,0
2024-04-28 21:00:00,0
2024-04-28 21:15:00,0
2024-04-28 21:30:00,0
2024-04-28 21:45:00,0
2024-04-28 22:00:00,0
2024-04-28 22:15:00,0
2024-04-28 22:30:00,0
2024-04-28 22:45:00,0
2024-04-28 23:00:00,0
2024-04-28 23:15:00,0
2024-04-28 23:30:00,0
2024-04-28 23:45:00,0
2024-04-29,0
2024-04-29 00:15:00,0
2024-04-29 00:30:00,0
2024-04-29 00:45:00,0
2024-04-29 01:00:00,0
2024-04-29 01:15:00,0
2024-04-29 01:30:00,0
2024-04-29 01:45:00,0
2024-04-29 02:00:00,0
2024-04-29 02:15:00,0
2024-04-29 02:30:00,0
2024-04-29 02:45:00,0
2024-04-29 03:00:00,0
2024-04-29 03:15:00,0
2024-04-29 03:30:00,0
2024-04-29 03:45:00,0
2024-04-29 04:00:00,0
2024-04-29 04:15:00,0
2024-04-29 04:30:00,0
2024-04-29 04:45:00,0
2024-04-29 05:00:00,0
2024-04-29 05:15:00,0
2024-04-29 05:30:00,0
2024-04-29 05:45:00,0
2024-04-29 06:00:00,0
2024-04-29 06:15:00,0
2024-04-29 06:30:00,0
2024-04-29 06:45:00,0
2024-04-29 07:00:00,0
2024-04-29 07:15:00,0
2024-04-29 07:30:00,0
2024-04-29 07:45:00,0
2024-04-29 08:00:00,0
2024-04-29 08:15:00,0
2024-04-29 08:30:00,0
2024-04-29 08:45:00,0
2024-04-29 09:00:00,0
2024-04-29 09:15:00,0
2024-04-29 09:30:00,0
2024-04-29 09:45:00,0
2024-04-29 10:00:00,0
2024-04-29 10:15:00,0
2024-04-29 10:30:00,0
2024-04-29 10:45:00,0
2024-04-29 11:00:00,0
2024-04-29 11:15:00,0
2024-04-29 11:30:00,0
2024-04-29 11:45:00,0
2024-04-29 12:00:00,0
2024-04-29 12:15:00,0
2024-04-29 12:30:00,0
2024-04-29 12:45:00,0
2024-04-29 13:00:00,0
2024-04-29 13:15:00,0
2024-04-29 13:30:00,0
2024-04-29 13:45:00,0
2024-04-29 14:00:00,0
2024-04-29 14:15:00,0
2024-04-29 14:30:00,0
2024-04-29 14:45:00,0
2024-04-29 15:00:00,0
2024-04-29 15:15:00,0
2024-04-29 15:30:00,0
2024-04-29 15:45:00,0
2024-04-29 16:00:00,0
2024-04-29 16:15:00,0
2024-04-29 16:30:00,0
2024-04-29 16:45:00,0
2024-04-29 17:00:00,0
2024-04-29 17:15:00,0
2024-04-29 17:30:00,0
2024-04-29 17:45:00,0.1
2024-04-29 18:00:00,0
2024-04-29 18:15:00,0
2024-04-29 18:30:00,0
2024-04-29 18:45:00,0
2024-04-29 19:00:00,0
2024-04-29 19:15:00,0
2024-04-29 19:30:00,0
2024-04-29 19:45:00,0
2024-04-29 20:00:00,0
2024-04-29 20:15:00,0
2024-04-29 20:30:00,0
2024-04-29 20:45:00,0
2024-04-29 21:00:00,0
2024-04-29 21:15:00,0
2024-04-29 21:30:00,0
2024-04-29 21:45:00,0
2024-04-29 22:00:00,0
2024-04-29 22:15:00,0
2024-04-29 22:30:00,0
2024-04-29 22:45:00,0
2024-04-29 23:00:00,0
2024-04-29 23:15:00,0
2024-04-29 23:30:00,0
2024-04-29 23:45:00,0
2024-04-30,0
2024-04-30 00:15:00,0
2024-04-30 00:30:00,0
2024-04-30 00:45:00,0
2024-04-30 01:00:00,0
2024-04-30 01:15:00,0
2024-04-30 01:30:00,0
2024-04-30 01:45:00,0
2024-04-30 02:00:00,0
2024-04-30 02:15:00,0
2024-04-30 02:30:00,0
2024-04-30 02:45:00,0
2024-04-30 03:00:00,0
2024-04-30 03:15:00,0
2024-04-30 03:30:00,0
2024-04-30 03:45:00,0
2024-04-30 04:00:00,0
2024-04-30 04:15:00,0
2024-04-30 04:30:00,0
2024-04-30 04:45:00,0
2024-04-30 05:00:00,0
2024-04-30 05:15:00,0
2024-04-30 05:30:00,0
2024-04-30 05:45:00,0
2024-04-30 06:00:00,0
2024-04-30 06:15:00,0
2024-04-30 06:30:00,0
2024-04-30 06:45:00,0
2024-04-30 07:00:00,0
2024-04-30 07:15:00,0
2024-04-30 07:30:00,0
2024-04-30 07:45:00,0
2024-04-30 08:00:00,0
2024-04-30 08:15:00,0
2024-04-30 08:30:00,0
2024-04-30 08:45:00,0
2024-04-30 09:00:00,0
2024-04-30 09:15:00,0
2024-04-30 09:30:00,0
2024-04-30 09:45:00,0
2024-04-30 10:00:00,0
2024-04-30 10:15:00,0
2024-04-30 10:30:00,0
2024-04-30 10:45:00,0
2024-04-30 11:00:00,0
2024-04-30 11:15:00,0
2024-04-30 11:30:00,0
2024-04-30 11:45:00,0
2024-04-30 12:00:00,0
2024-04-30 12:15:00,0
2024-04-30 12:30:00,0
2024-04-30 12:45:00,0
2024-04-30 13:00:00,0
2024-04-30 13:15:00,0
2024-04-30 13:30:00,0
2024-04-30 13:45:00,0
2024-04-30 14:00:00,0
2024-04-30 14:15:00,0
2024-04-30 14:30:00,0
2024-04-30 14:45:00,0
2024-04-30 15:00:00,0
2024-04-30 15:15:00,0
2024-04-30 15:30:00,0
2024-04-30 15:45:00,0
2024-04-30 16:00:00,0
2024-04-30 16:15:00,0
2024-04-30 16:30:00,0
2024-04-30 16:45:00,0
2024-04-30 17:00:00,0
2024-04-30 17:15:00,0
2024-04-30 17:30:00,0
2024-04-30 17:45:00,0
2024-04-30 18:00:00,0
2024-04-30 18:15:00,0
2024-04-30 18:30:00,0
2024-04-30 18:45:00,0.1
2024-04-30 19:00:00,0.4
2024-04-30 19:15:00,0.1
2024-04-30 19:30:00,0
2024-04-30 19:45:00,0
2024-04-30 20:00:00,0
2024-04-30 20:15:00,0
2024-04-30 20:30:00,0
2024-04-30 20:45:00,0
2024-04-30 21:00:00,0
2024-04-30 21:15:00,0
2024-04-30 21:30:00,0
2024-04-30 21:45:00,0
2024-04-30 22:00:00,0
2024-04-30 22:15:00,0
2024-04-30 22:30:00,0
2024-04-30 22:45:00,0
2024-04-30 23:00:00,1.2
2024-04-30 23:15:00,0
2024-04-30 23:30:00,0.1
2024-04-30 23:45:00,0
2024-05-01,0
2024-05-01 00:15:00,0
2024-05-01 00:30:00,0
2024-05-01 00:45:00,0
2024-05-01 01:00:00,0
2024-05-01 01:15:00,0
2024-05-01 01:30:00,0
2024-05-01 01:45:00,0
2024-05-01 02:00:00,0
2024-05-01 02:15:00,0
2024-05-01 02:30:00,0
2024-05-01 02:45:00,0
2024-05-01 03:00:00,0
2024-05-01 03:15:00,0
2024-05-01 03:30:00,0
2024-05-01 03:45:00,0
2024-05-01 04:00:00,0
2024-05-01 04:15:00,0
2024-05-01 04:30:00,0
2024-05-01 04:45:00,0
2024-05-01 05:00:00,0
2024-05-01 05:15:00,0
2024-05-01 05:30:00,0
2024-05-01 05:45:00,0
2024-05-01 06:00:00,0
2024-05-01 06:15:00,0
2024-05-01 06:30:00,0
2024-05-01 06:45:00,0
2024-05-01 07:00:00,0
2024-05-01 07:15:00,0
2024-05-01 07:30:00,0
2024-05-01 07:45:00,0
2024-05-01 08:00:00,0
2024-05-01 08:15:00,0
2024-05-01 08:30:00,0
2024-05-01 08:45:00,0
2024-05-01 09:00:00,0
2024-05-01 09:15:00,0
2024-05-01 09:30:00,0
2024-05-01 09:45:00,0.1
2024-05-01 10:00:00,0
2024-05-01 10:15:00,0
2024-05-01 10:30:00,0.1
2024-05-01 10:45:00,0
2024-05-01 11:00:00,0
2024-05-01 11:15:00,0
2024-05-01 11:30:00,0
2024-05-01 11:45:00,0
2024-05-01 12:00:00,0
2024-05-01 12:15:00,0
2024-05-01 12:30:00,0
2024-05-01 12:45:00,0
2024-05-01 13:00:00,0
2024-05-01 13:15:00,0
2024-05-01 13:30:00,0
2024-05-01 13:45:00,0
2024-05-01 14:00:00,0
2024-05-01 14:15:00,0
2024-05-01 14:30:00,0
2024-05-01 14:45:00,0
2024-05-01 15:00:00,0
2024-05-01 15:15:00,0
2024-05-01 15:30:00,0
2024-05-01 15:45:00,0
2024-05-01 16:00:00,0
2024-05-01 16:15:00,0.1
2024-05-01 16:30:00,0.8
2024-05-01 16:45:00,1.4
2024-05-01 17:00:00,2.4
2024-05-01 17:15:00,1.9
2024-05-01 17:30:00,0.5
2024-05-01 17:45:00,0.3
2024-05-01 18:00:00,0.1
2024-05-01 18:15:00,0
2024-05-01 18:30:00,0
2024-05-01 18:45:00,0
2024-05-01 19:00:00,0
2024-05-01 19:15:00,0
2024-05-01 19:30:00,0.1
2024-05-01 19:45:00,0
2024-05-01 20:00:00,0
2024-05-01 20:15:00,0
2024-05-01 20:30:00,0
2024-05-01 20:45:00,0
2024-05-01 21:00:00,0
